"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-04 ~ 2026-04-03"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"119","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","31.4020","202602","21","170,000","-","17","개인","개인","2008","학동로68길 29","-","중개거래","서울 강남구","-"
"120","서울특별시 강남구 압구정동","369-1","0369","0001","현대2차(10,11,20,23,24,25동)","196.8400","202602","21","970,000","-","1","개인","개인","1976","압구정로29길 71","-","중개거래","서울 강남구","-"
"121","서울특별시 강남구 삼성동","188","0188","0000","삼성동센트럴아이파크","123.3000","202602","20","478,000","-","6","개인","개인","2018","삼성로 629","-","중개거래","서울 강남구","-"
"122","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.7300","202602","20","123,000","-","3","개인","개인","1997","강남대로146길 28","-","중개거래","서울 강남구","-"
"123","서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.0870","202602","20","345,000","-","18","개인","개인","2014","언주로 604","-","중개거래","서울 강남구, 서울 서초구","-"
"124","서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차(101동)","84.5700","202602","20","229,000","-","14","개인","개인","1997","삼성로133길 20","-","중개거래","서울 강남구","-"
"125","서울특별시 강남구 신사동","550-5","0550","0005","뉴현대","115.8400","202602","20","145,000","-","4","개인","개인","2004","압구정로18길 14-14","-","직거래","-","-"
"126","서울특별시 강남구 청담동","122-35","0122","0035","청담신원아침도시마인","28.3132","202602","20","34,000","-","6","개인","개인","2013","도산대로85길 30","-","중개거래","서울 강남구","-"
"127","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","20","145,000","-","5","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"128","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","19","154,000","-","10","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"129","서울특별시 강남구 대치동","992","0992","0000","현대1","84.2700","202602","19","250,000","-","6","개인","개인","1990","영동대로57길 28","-","중개거래","서울 강남구","-"
"130","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","164.8800","202602","19","405,000","102","8","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","26.03.12"
"131","서울특별시 강남구 논현동","205-2","0205","0002","논현동한화꿈에그린","67.6710","202602","14","127,500","-","4","개인","개인","2005","논현로111길 39","-","중개거래","서울 강남구, 서울 용산구","-"
"132","서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","70.8333","202602","14","267,000","-","1","개인","개인","2014","테헤란로52길 16","-","중개거래","서울 강남구","-"
"133","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","49.9528","202602","14","267,500","-","10","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구, 서울 송파구","-"
"134","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","14","150,000","-","8","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"135","서울특별시 강남구 역삼동","722","0722","0000","경남아너스빌","84.6880","202602","13","150,000","-","13","개인","개인","2002","언주로85길 13","-","중개거래","서울 강남구","26.02.13"
"136","서울특별시 강남구 도곡동","467-19","0467","0019","현대비젼21","32.6500","202602","13","43,000","-","23","개인","개인","1999","언주로30길 10","-","중개거래","서울 강남구","26.03.13"
"137","서울특별시 강남구 삼성동","11","0011","0000","롯데캐슬프레미어","84.4650","202602","13","341,000","-","13","개인","개인","2007","선릉로126길 22","-","중개거래","서울 강남구","-"
"138","서울특별시 강남구 삼성동","189","0189","0000","래미안라클래시","71.9500","202602","13","355,000","-","8","개인","개인","2021","삼성로 651","-","중개거래","서울 강남구","-"
"139","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202602","13","364,000","3","7","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","26.02.25"
"140","서울특별시 강남구 신사동","550-20","0550","0020","우찬","22.6800","202602","13","41,800","-","2","개인","개인","2004","압구정로18길 14-12","-","중개거래","서울 강남구","-"
"141","서울특별시 강남구 일원동","614","0614","0000","현대4","73.0000","202602","13","262,500","-","7","개인","개인","1987","개포로110길 21","-","중개거래","서울 강남구","-"
"142","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.2500","202602","13","388,000","-","10","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","-"
"143","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","84.3900","202602","13","162,500","-","3","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구, 서울 송파구","-"
"144","서울특별시 강남구 논현동","108-2","0108","0002","제이빌","75.1200","202602","13","75,000","-","3","개인","개인","2004","학동로43길 30","-","직거래","-","-"
"145","서울특별시 강남구 청담동","134","0134","0000","래미안청담로이뷰","110.2000","202602","13","375,000","-","5","개인","개인","1992","영동대로142길 16","-","중개거래","서울 강남구","-"
"146","서울특별시 강남구 삼성동","4-6","0004","0006","삼성동한솔아파트","85.0000","202602","13","253,000","-","12","개인","개인","1998","학동로64길 7","-","중개거래","서울 강남구","-"
"147","서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","43.9900","202602","13","43,000","-","11","개인","개인","2004","강남대로84길 33","-","중개거래","서울 강남구","-"
"148","서울특별시 강남구 세곡동","579","0579","0000","강남엘에이치1단지","59.8900","202602","13","176,800","-","12","개인","개인","2013","헌릉로571길 20","-","중개거래","서울 강남구","-"
"149","서울특별시 강남구 신사동","551-5","0551","0005","하야트빌","70.9500","202602","12","94,000","-","2","개인","개인","2005","논현로159길 56","-","중개거래","서울 강남구, 서울 서초구","-"
"150","서울특별시 강남구 논현동","62-3","0062","0003","청학아파트에이동,비동,씨동","97.1800","202602","12","150,000","-","6","개인","개인","1976","도산대로 232","-","중개거래","서울 강남구","-"
"151","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","96.9100","202602","12","390,000","-","16","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","-"
"152","서울특별시 강남구 역삼동","901","0901","0000","시티프라디움더강남201동","70.5400","202602","12","161,000","-","9","개인","개인","2021","언주로 555","-","중개거래","서울 강남구","-"
"153","서울특별시 강남구 역삼동","902","0902","0000","강남센트럴아이파크","59.9940","202602","12","310,000","-","8","개인","개인","2022","테헤란로44길 26","-","중개거래","서울 강남구","-"
"154","서울특별시 강남구 청담동","15","0015","0000","청담2차이-편한세상(204동)","98.0500","202602","11","261,500","-","6","개인","개인","2005","도산대로70길 43","-","중개거래","서울 강남구","-"
"155","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","84.9231","202602","11","365,000","-","2","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","-"
"156","서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","124.6600","202602","11","327,000","105","8","개인","개인","1995","논현로 213","-","중개거래","서울 강남구","26.03.04"
"157","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202602","11","30,000","-","15","개인","개인","2002","언주로 427","-","중개거래","서울 강남구, 서울 서초구","26.02.24"
"158","서울특별시 강남구 역삼동","761-10","0761","0010","대림역삼","59.6600","202602","11","202,000","-","15","개인","개인","1997","언주로 316","-","중개거래","서울 강남구","-"
"159","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","49.6190","202602","11","295,000","-","29","개인","개인","2011","영동대로138길 12","-","중개거래","서울 강남구","-"
"160","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","59.8370","202602","11","305,000","-","16","개인","개인","2019","선릉로 8","-","중개거래","서울 강남구","-"
"161","서울특별시 강남구 개포동","1164-12","1164","0012","새롬(1164-12)","73.5000","202602","11","100,000","-","2","개인","법인","2000","논현로2길 34","-","중개거래","경기 안양시 만안구, 경기 용인시 처인구","26.03.25"
"162","서울특별시 강남구 논현동","274","0274","0000","경남논현","59.5600","202602","10","147,000","-","8","개인","개인","1996","언주로116길 12","-","중개거래","서울 강남구","-"
"163","서울특별시 강남구 수서동","736","0736","0000","신동아","49.9600","202602","10","209,000","-","2","개인","개인","1992","광평로47길 17","-","중개거래","서울 강남구","-"
"164","서울특별시 강남구 도곡동","550-1","0550","0001","파크힐","47.6000","202602","10","75,500","-","2","개인","개인","2005","도곡로14길 14-1","-","중개거래","서울 강남구","-"
"165","서울특별시 강남구 자곡동","611","0611","0000","래미안강남힐즈","101.9500","202602","10","230,000","-","2","개인","개인","2014","자곡로 101","-","중개거래","서울 강남구","-"
"166","서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","53.4600","202602","10","312,000","-","13","개인","개인","1983","개포로 516","-","중개거래","서울 강남구","-"
"167","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","59.7600","202602","10","230,000","-","9","개인","개인","1994","일원로14길 25","-","중개거래","경기 과천시, 서울 강남구","-"
"168","서울특별시 강남구 도곡동","91-5","0091","0005","삼성래미안","122.8100","202602","10","405,000","-","20","개인","개인","2001","남부순환로 2803","-","중개거래","서울 강남구","-"
"169","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","59.7600","202602","10","237,500","-","11","개인","개인","1994","일원로14길 25","-","중개거래","서울 강남구","-"
"170","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","161.4700","202602","10","620,000","106","3","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","26.03.04"
"171","서울특별시 강남구 논현동","271-6","0271","0006","테크노빌라트","114.3000","202602","10","129,000","-","5","개인","개인","2002","선릉로111길 38-16","-","중개거래","경기 안양시 동안구, 서울 강남구","-"
"172","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","59.7479","202602","09","337,000","-","21","개인","개인","2019","삼성로 11","-","중개거래","서울 강남구","-"
"173","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202602","09","30,500","-","14","개인","개인","2002","언주로 427","20260324","중개거래","서울 강남구","-"
"174","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202602","09","30,500","-","14","개인","개인","2002","언주로 427","-","중개거래","서울 강남구","26.03.24"
"175","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","120.8233","202602","09","434,000","-","11","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","-"
"176","서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.2900","202602","09","35,000","-","3","개인","개인","2004","학동로 165","-","중개거래","서울 강남구, 서울 마포구","26.03.20"
"177","서울특별시 강남구 대치동","890-54","0890","0054","선릉역풍림아이원레몬","76.7300","202602","09","100,000","-","9","개인","개인","2006","테헤란로64길 13","-","중개거래","서울 강남구","-"
"178","서울특별시 강남구 자곡동","611","0611","0000","래미안강남힐즈","91.9600","202602","09","205,000","609","3","개인","개인","2014","자곡로 101","-","중개거래","서울 강남구","26.03.16"
"179","서울특별시 강남구 도곡동","467-6","0467","0006","대림아크로빌","84.0720","202602","09","225,000","비","3","개인","개인","1999","언주로30길 13","-","중개거래","서울 강남구","26.03.25"
"180","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","08","137,000","-","1","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"181","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","40.7630","202602","07","199,000","-","2","개인","개인","2008","삼성로111길 8","-","중개거래","서울 강남구","-"
"182","서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","84.8300","202602","07","275,000","-","11","개인","개인","1986","남부순환로363길 49","-","중개거래","서울 강남구","-"
"183","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202602","07","440,000","-","4","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","-"
"184","서울특별시 강남구 세곡동","533","0533","0000","세곡푸르지오","84.8400","202602","07","190,000","204","11","개인","개인","2012","자곡로 21","-","중개거래","서울 강남구","26.02.27"
"185","서울특별시 강남구 도곡동","957-11","0957","0011","도곡스타클래스","112.7500","202602","07","179,000","-","5","개인","개인","2007","남부순환로 2615","-","중개거래","서울 강남구","-"
"186","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","160.1700","202602","07","450,000","-","36","개인","개인","2003","언주로30길 57","-","중개거래","서울 강남구","-"
"187","서울특별시 강남구 역삼동","902","0902","0000","강남센트럴아이파크","125.4620","202602","07","490,000","-","21","개인","개인","2022","테헤란로44길 26","-","중개거래","서울 강남구","-"
"188","서울특별시 강남구 삼성동","2","0002","0000","서광아파트","59.6700","202602","07","255,000","-","6","개인","개인","1998","선릉로130길 19","-","중개거래","서울 강남구","-"
"189","서울특별시 강남구 압구정동","455","0455","0000","현대5차(71,72동)","82.2300","202602","07","610,000","71","11","개인","개인","1977","압구정로29길 68","-","중개거래","서울 강남구","26.03.20"
"190","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","31.4020","202602","07","158,500","-","6","개인","개인","2008","학동로68길 29","-","중개거래","서울 강남구, 서울 송파구","-"
"191","서울특별시 강남구 삼성동","48","0048","0000","한일","80.2900","202602","07","235,000","-","6","개인","개인","2001","봉은사로73길 23","-","중개거래","서울 강남구","-"
"192","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","49.9800","202602","06","420,000","-","9","개인","개인","1977","압구정로 321","-","중개거래","서울 강남구","-"
"193","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.0300","202602","06","28,000","-","10","개인","개인","2002","언주로 427","-","중개거래","서울 강남구","26.03.24"
"194","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","84.2360","202602","06","355,000","-","5","개인","개인","2008","학동로68길 29","-","중개거래","서울 강남구","-"
"195","서울특별시 강남구 신사동","622","0622","0000","신성아파트101동","84.9000","202602","06","235,000","-","3","개인","개인","1996","언주로167길 15","-","중개거래","서울 강남구","-"
"196","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","06","154,000","-","13","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"197","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","49.6190","202602","06","289,000","-","28","개인","개인","2011","영동대로138길 12","-","중개거래","서울 강남구","-"
"198","서울특별시 강남구 도곡동","467-6","0467","0006","대림아크로빌","130.5450","202602","06","300,000","-","17","개인","개인","1999","언주로30길 13","-","중개거래","서울 강남구","-"
"199","서울특별시 강남구 삼성동","7-3","0007","0003","래미안삼성2차","119.2900","202602","06","386,000","-","9","개인","개인","2007","선릉로130길 20","-","중개거래","서울 강남구","-"
"200","서울특별시 강남구 수서동","799","0799","0000","강남 더샵 포레스트","124.5802","202602","05","320,000","-","5","개인","개인","2016","광평로34길 35","-","중개거래","서울 강남구","-"
"201","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202602","05","149,000","-","7","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"202","서울특별시 강남구 역삼동","900","0900","0000","시티프라디움더강남101동","59.9900","202602","05","160,000","-","10","개인","개인","2021","언주로 557","-","중개거래","서울 강남구","-"
"203","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","59.9300","202602","05","126,000","-","6","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구","-"
"204","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.9800","202602","05","345,000","-","7","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","-"
"205","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","59.9300","202602","05","149,500","-","10","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구, 서울 서초구","-"
"206","서울특별시 강남구 개포동","660-4","0660","0004","디에이치퍼스티어아이파크","35.0000","202602","05","165,000","-","12","개인","개인","2023","개포로 310","-","중개거래","서울 강남구","-"
